..\imagens_para_conversao\Robozinho2forte: .word 16, 16
.byte 199,199,199,103,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,199,7,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,199,9,199,199,199,199,199,199,199,199,199,199,
199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
9,91,91,173,5,5,5,5,5,5,5,5,5,5,173,9,
9,91,91,173,87,55,87,87,87,87,87,55,87,5,173,9,
9,91,91,173,87,87,55,87,87,87,55,87,87,5,173,9,
9,91,91,173,87,55,87,87,87,87,87,55,87,5,173,9,
9,91,91,173,87,55,87,87,87,87,87,55,87,5,173,9,
9,91,91,173,87,87,87,87,87,87,87,87,87,5,173,9,
9,91,91,173,87,55,55,55,55,55,55,55,87,5,173,9,
9,91,91,173,87,55,55,55,55,55,55,55,87,5,173,9,
9,91,91,173,87,87,87,87,87,87,87,87,87,5,173,9,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,


